Movie,Year,IMDb,Rating,Runtime,Genre,Release Date,Production Budget,Domestic Gross,Worldwide Gross
Highlander,1986,7.1,R,116,"Action, Adventure, Fantasy","Mar 7, 1986",16000000,5900000,12900000
Cry Freedom,1987,7.4,PG,157,"Biography, Drama, History","Nov 6, 1987",29000000,5899797,25899797
Casa de mi Padre,2012,5.5,R,84,"Comedy, Western","Mar 16, 2012",6000000,5909483,8446952
Ed Wood,1994,7.8,R,127,"Biography, Comedy, Drama","Sep 30, 1994",18000000,5828466,5828466
Against the Ropes,2004,5.3,PG-13,111,"Biography, Drama, Romance","Feb 20, 2004",39000000,5881504,6429865
Captain Fantastic,2016,7.9,R,118,"Comedy, Drama","Jul 8, 2016",5000000,5879835,21340234
Real Women Have Curves,2002,6.8,PG-13,90,"Comedy, Drama","Oct 18, 2002",3000000,5853194,7777790
Night of the Living Dead,1990,6.9,R,92,Horror,"Oct 19, 1990",4200000,5835247,5835247
Before Sunset,2004,8.0,R,80,"Drama, Romance","Jul 2, 2004",2000000,5792822,11217346
Day of the Dead,1985,7.2,Not Rated,96,"Horror, Thriller","Jun 30, 1985",3500000,5804262,34004262
Luther,2003,6.6,PG-13,123,"Biography, Drama, History","Sep 26, 2003",35000000,5781086,32717063
Victor Frankenstein,2015,6.0,PG-13,110,"Drama, Horror, Sci-Fi","Nov 25, 2015",40000000,5775076,31124367
Lucky You,2007,5.9,PG-13,124,"Drama, Romance, Sport","May 4, 2007",55000000,5755286,6521829
A Most Violent Year,2014,7.0,R,125,"Action, Crime, Drama","Dec 31, 2014",20000000,5749134,8846875
The Station Agent,2003,7.6,R,89,"Comedy, Drama","Oct 3, 2003",500000,5801558,9470209
Gallipoli,1981,7.4,PG,110,"Adventure, Drama, History","Aug 28, 1981",3000000,5732587,5732587
Kin,2018,5.8,PG-13,102,"Action, Adventure, Crime","Aug 29, 2018",30000000,5718096,10383524
A Dangerous Method,2011,6.4,R,99,"Biography, Drama, Romance","Nov 23, 2011",20000000,5702083,14807531
Under Fire,1983,7.0,R,128,"Drama, War","Oct 21, 1983",8000000,5696391,5696391
RocknRolla,2008,7.3,R,114,"Action, Crime, Thriller","Oct 8, 2008",18000000,5700626,27794339
Who's Your Caddy?,2007,2.2,PG-13,93,"Comedy, Sport","Jul 27, 2007",7000000,5694308,5694308
The Warrior's Way,2010,6.3,R,100,"Action, Fantasy, Western","Dec 3, 2010",42000000,5666340,8514325
Underclassman,2005,4.3,PG-13,95,"Action, Comedy, Crime","Sep 2, 2005",25000000,5654777,5654777
The Pallbearer,1996,4.9,PG-13,98,"Comedy, Romance","May 3, 1996",8000000,5656388,5656388
Mary Reilly,1996,5.8,R,108,"Drama, Horror, Romance","Feb 23, 1996",47000000,5707094,12900000
For Your Consideration,2006,6.3,PG-13,86,Comedy,"Nov 17, 2006",12000000,5549923,5549923
Before Sunrise,1995,8.1,R,101,"Drama, Romance","Jan 27, 1995",2500000,5274005,5690220
Kundun,1997,7.0,PG-13,134,"Biography, Drama, History","Dec 25, 1997",28000000,5686694,5686694
Say It Isn't So,2001,5.0,R,95,"Comedy, Romance","Mar 23, 2001",25000000,5516708,5516708
A Scanner Darkly,2006,7.1,R,100,"Animation, Crime, Drama","Jul 7, 2006",20000000,5501616,7405084
Slums of Beverly Hills,1998,6.6,R,91,"Comedy, Drama","Aug 14, 1998",5000000,5502773,5502773
Little Children,2006,7.5,R,137,"Comedy, Drama, Romance","Oct 6, 2006",14000000,5463019,14121177
Pocketful of Miracles,1961,7.2,Approved,136,"Comedy, Drama","Dec 19, 1961",2900000,5000000,5000000
Split Second,1992,6.2,R,90,"Action, Crime, Horror","May 1, 1992",7000000,5430822,5430822
Monkeybone,2001,4.7,PG-13,93,"Animation, Comedy, Fantasy","Feb 23, 2001",75000000,5409517,5409517
Silver Bullet,1985,6.4,R,95,Horror,"Oct 11, 1985",7000000,10803211,10803211
The Guard,2011,7.3,R,96,"Comedy, Crime, Thriller","Jul 29, 2011",6000000,5359774,21197454
Margin Call,2011,7.1,R,107,"Drama, Thriller","Oct 5, 2011",3400000,5353586,20433227
Danny Collins,2015,7.0,R,106,"Biography, Comedy, Drama","Mar 20, 2015",10000000,5637066,8465845
The Goldfinch,2019,6.2,R,149,Drama,"Sep 12, 2019",40000000,5332621,9430149
Once Upon a Time in America,1984,8.4,R,229,"Crime, Drama","Jun 1, 1984",30000000,5321508,5575648
Made,2001,6.4,R,95,"Comedy, Crime, Drama","Jul 13, 2001",5000000,5308707,5476060
Won't Back Down,2012,6.5,PG,121,Drama,"Sep 28, 2012",19000000,5310554,5745503
Whatever Works,2009,7.1,PG-13,93,"Comedy, Romance","Jun 19, 2009",15000000,5306706,35106706
The Skeleton Twins,2014,6.8,R,93,"Comedy, Drama, Romance","Sep 12, 2014",1000000,5284309,5797192
Bandslam,2009,6.3,PG,111,"Comedy, Drama, Family","Aug 14, 2009",20000000,5210988,12967829
Hunt for the Wilderpeople,2016,7.9,PG-13,101,"Adventure, Comedy, Drama","Apr 1, 2016",2500000,5205471,23085599
Alone in the Dark,2005,2.4,R,96,"Action, Horror, Sci-Fi","Jan 28, 2005",20000000,5178569,10588079
The Company You Keep,2012,6.4,R,125,"Drama, Thriller","Dec 20, 2012",2000000,5132442,21087760
The World's Fastest Indian,2005,7.8,PG-13,127,"Biography, Drama, Sport","Dec 7, 2005",25000000,5128124,18991288
Gossip,2000,5.9,R,90,"Drama, Mystery, Thriller","Apr 21, 2000",14000000,5108820,12591270
The Hotel New Hampshire,1984,6.0,R,109,"Comedy, Drama","Mar 9, 1984",7500000,5142858,5142858
Action Point,2018,5.1,R,85,Comedy,"Jun 1, 2018",19000000,5059608,5103675
Celebrity,1998,6.3,R,113,"Comedy, Drama","Nov 20, 1998",12000000,5078660,6200000
Woman on Top,2000,5.3,R,92,"Comedy, Fantasy, Romance","Sep 22, 2000",8000000,5018450,10192613
Moon,2009,7.9,R,97,"Drama, Mystery, Sci-Fi","Jun 12, 2009",5000000,5010163,10676073
Birth,2004,6.1,R,100,"Drama, Fantasy, Mystery","Oct 29, 2004",20000000,5005899,14603001
Bubble Boy,2001,5.6,PG-13,84,"Adventure, Comedy, Romance","Aug 24, 2001",13000000,5002310,5002310
"The Beast from 20,000 Fathoms",1953,6.7,Approved,80,"Horror, Sci-Fi","Jun 13, 1953",210000,5000000,5000000
Club Dread,2004,5.7,R,104,"Comedy, Horror, Mystery","Feb 27, 2004",8500000,5001655,7573551
Jakob the Liar,1999,6.6,PG-13,120,"Drama, War","Sep 24, 1999",15000000,4956401,4956401
The Apparition,2012,4.1,PG-13,82,"Horror, Thriller","Aug 23, 2012",17000000,4936819,10637281
From Justin to Kelly,2003,2.1,PG,81,"Comedy, Musical, Romance","Jun 20, 2003",12000000,4922166,4922166
Girl 6,1996,5.1,R,108,"Comedy, Drama","Mar 22, 1996",12000000,4880941,4880941
Invaders from Mars,1986,5.6,PG,100,"Horror, Sci-Fi","Jun 6, 1986",12000000,4884663,4984663
Hamlet 2,2008,6.3,R,92,"Comedy, Music","Aug 22, 2008",9000000,4886216,4934104
Bleed for This,2016,6.8,R,117,"Biography, Drama, Sport","Nov 18, 2016",16000000,5083906,7171320
Hollywood Ending,2002,6.6,PG-13,112,"Comedy, Romance","May 3, 2002",16000000,4839383,14839383
Extreme Ops,2002,4.5,PG-13,93,"Action, Adventure, Thriller","Nov 27, 2002",40000000,4835968,12624471
Slackers,2002,5.4,R,86,"Comedy, Romance","Feb 1, 2002",11000000,4814244,5942218
Incarnate,2016,5.3,PG-13,91,"Horror, Thriller","Dec 2, 2016",5000000,4799774,9371036
Just Visiting,2001,5.8,PG-13,88,"Comedy, Fantasy, Sci-Fi","Apr 6, 2001",40000000,4777007,16172200
In the Cut,2003,5.3,R,119,"Mystery, Thriller","Oct 22, 2003",12000000,4717455,23693646
The Fall of the Roman Empire,1964,6.7,Approved,188,"Drama, History, War","Jan 1, 1964",19000000,4750000,4750000
A Walk on the Moon,1999,6.6,R,107,"Drama, Romance","Mar 26, 1999",14000000,4741987,4741987
Duets,2000,6.1,R,112,"Comedy, Drama, Music","Sep 15, 2000",16000000,4734235,6615452
Hands of Stone,2016,6.6,R,111,"Biography, Drama, Sport","Aug 26, 2016",20000000,4712792,5031975
College,2008,4.6,R,94,Comedy,"Aug 29, 2008",6000000,4694491,6176114
Igby Goes Down,2002,6.9,R,98,"Comedy, Drama","Sep 13, 2002",9000000,4777465,5512151
C.H.U.D.,1984,5.6,R,88,"Horror, Sci-Fi","Aug 31, 1984",1250000,4700000,4700000
Radio Flyer,1992,7.0,PG-13,114,Drama,"Feb 21, 1992",35000000,4651977,4651977
Let's Go to Prison,2006,6.0,R,84,"Comedy, Crime","Nov 17, 2006",4000000,4630045,4630045
Love in the Time of Cholera,2007,6.4,R,139,"Drama, Romance","Nov 16, 2007",45000000,4617608,31077418
Thirteen,2003,6.8,R,100,Drama,"Aug 20, 2003",2000000,4601043,9505996
Deception,2008,6.1,R,107,"Crime, Drama, Mystery","Apr 25, 2008",25000000,4598506,12850033
Little Voice,1998,6.9,R,97,"Comedy, Drama, Music","Dec 4, 1998",6000000,4595000,21787233
Snowpiercer,2013,7.1,R,126,"Action, Drama, Sci-Fi","Aug 1, 2013",40000000,4563029,86808205
Mumford,1999,6.8,R,112,"Comedy, Drama","Sep 24, 1999",28700000,4559569,4559569
Miss March,2009,5.0,R,90,"Comedy, Romance","Mar 13, 2009",6000000,4543320,4713059
Tolkien,2019,6.8,PG-13,112,"Biography, Drama, Romance","May 3, 2019",20000000,4535154,8967531
McHale's Navy,1997,4.6,PG,108,"Action, Comedy","Apr 18, 1997",42000000,4408420,4408420
The Last Black Man in San Francisco,2019,7.4,R,121,Drama,"Jun 7, 2019",3000000,4515719,4607064
Swingers,1996,7.2,R,96,"Comedy, Drama","Oct 18, 1996",200000,4505922,6618578
Flawless,1999,6.5,R,112,"Comedy, Crime, Drama","Nov 24, 1999",27000000,4485485,4485485
Anonymous,2011,6.9,PG-13,130,"Drama, Thriller","Oct 28, 2011",27500000,4463292,15815509
Persepolis,2007,8.0,PG-13,96,"Animation, Biography, Drama","Dec 25, 2007",7300000,4443403,25397187
Bright Star,2009,6.9,PG,119,"Biography, Drama, Romance","Sep 17, 2009",8500000,4444637,17220091
Beyond Borders,2003,6.5,R,127,"Adventure, Drama, Romance","Oct 24, 2003",60000000,4426297,11427090
The Adventures of Pluto Nash,2002,3.8,PG-13,95,"Comedy, Action, Sci-Fi","Aug 16, 2002",100000000,4411102,7094995
The Conversation,1974,7.8,PG,113,"Drama, Mystery, Thriller","Apr 7, 1974",1600000,4420000,4420000
Hamlet,1996,7.7,PG-13,242,Drama,"Dec 25, 1996",18000000,4501094,7129670
Johnny English Strikes Again,2018,6.2,PG,89,"Action, Adventure, Comedy","Sep 13, 2018",30000000,4412170,159423384
Dear White People,2014,6.1,R,108,"Comedy, Drama, Romance","Oct 17, 2014",1250000,4404154,5403771
Simply Irresistible,1999,5.3,PG-13,96,"Comedy, Drama, Fantasy","Feb 5, 1999",6000000,4398989,4398989
12 Angry Men,1957,8.9,Approved,96,"Crime, Drama","Apr 13, 1957",340000,0,0
Rebecca,1940,8.1,Approved,130,"Drama, Mystery, Romance","Mar 21, 1940",1288000,6000000,6002370
It Happened One Night,1934,8.1,Approved,105,"Comedy, Romance","Feb 22, 1934",325000,2500000,2500000
Bogus,1996,5.4,PG,110,"Comedy, Family, Fantasy","Sep 6, 1996",32000000,4357406,4357406
PCU,1994,6.6,PG-13,79,Comedy,"Apr 29, 1994",9000000,4333569,4333569
Gotti,2018,4.8,R,112,"Biography, Crime, Drama","Jun 15, 2018",10000000,4286367,6089100
Four Rooms,1995,6.8,R,98,Comedy,"Dec 25, 1995",4000000,4301000,4301000
Catch a Fire,2006,6.7,PG-13,101,"Biography, Drama, History","Oct 27, 2006",14000000,4299773,5782198
The Omen,1976,7.5,R,111,Horror,"Jun 25, 1976",2800000,48570885,48577431
Glitter,2001,2.2,PG-13,104,"Drama, Music, Romance","Sep 21, 2001",8500000,4273372,4273372
Flash of Genius,2008,7.0,PG-13,119,"Biography, Drama","Oct 3, 2008",20000000,4442377,4504111
Detroit Rock City,1999,6.9,R,95,"Comedy, Music","Aug 13, 1999",16000000,4217115,5825314
Stronger,2017,6.9,R,119,"Biography, Drama","Sep 22, 2017",30000000,4211129,8786287
Swiss Army Man,2016,7.0,R,97,"Comedy, Drama, Fantasy","Jun 24, 2016",3000000,4210454,5837111
A Hologram for the King,2016,6.1,R,98,"Comedy, Drama, Romance","Apr 22, 2016",35000000,4212494,11846010
The Water Diviner,2014,7.0,R,111,"Drama, History, War","Dec 26, 2014",22500000,4200117,31054727
Dancer in the Dark,2000,8.0,R,140,"Crime, Drama, Musical","Sep 22, 2000",12500000,4157491,45557491
Exotica,1994,7.0,R,103,Drama,"Sep 23, 1994",1500000,5046118,5046118
Gloria,1999,5.2,R,108,"Crime, Drama, Thriller","Jan 22, 1999",30000000,4167493,4967493
Witless Protection,2008,3.3,PG-13,97,"Comedy, Crime","Feb 22, 2008",7500000,4151836,4151836
Restoration,1995,6.6,R,117,"Biography, Drama, History","Dec 29, 1995",18000000,4100000,4100000
Denial,2016,6.7,PG-13,109,"Biography, Drama","Sep 30, 2016",10000000,4073448,9263940
Tank Girl,1995,5.4,R,104,"Action, Comedy, Sci-Fi","Mar 1, 1995",25000000,4064333,4064333
Secretary,2002,7.0,R,107,"Comedy, Drama, Romance","Sep 20, 2002",4000000,4046737,9412015
Replicas,2018,5.5,PG-13,107,"Drama, Sci-Fi, Thriller","Oct 25, 2018",30000000,4046429,9037427
Bottle Shock,2008,6.8,PG-13,110,"Comedy, Drama","Aug 6, 2008",5000000,4078607,4815890
Please Give,2010,6.6,R,87,"Comedy, Drama","Apr 30, 2010",3000000,4033574,4566662
My Old Lady,2014,6.4,PG-13,107,"Comedy, Drama, Romance","Sep 10, 2014",5000000,4011530,15220308
Safety Not Guaranteed,2012,7.0,R,86,"Comedy, Drama, Romance","Jun 8, 2012",750000,4010957,4422318
Idle Hands,1999,6.2,R,92,"Comedy, Fantasy, Horror","Apr 30, 1999",15000000,4023741,4023741
Shame,2011,7.2,NC-17,101,Drama,"Dec 2, 2011",6500000,4002293,20412841
American Ninja 2: The Confrontation,1987,4.9,R,90,"Action, Drama",1987,350000,4000000,4000000
Cat People,1942,7.3,Not Rated,73,"Fantasy, Horror, Thriller","Nov 16, 1942",134000,4000000,8000000
Peaceful Warrior,2006,7.3,PG-13,120,"Drama, Romance, Sport","Jun 2, 2006",10000000,2893666,3260179
Mr. Turner,2014,6.8,R,150,"Biography, Drama, History","Nov 6, 2014",14000000,3958546,25187026
Morgan,2016,5.8,R,92,"Action, Horror, Sci-Fi","Sep 2, 2016",8000000,3915251,7298786
Warlock: The Armageddon,1993,5.4,R,98,"Action, Fantasy, Horror","Sep 24, 1993",3000000,3902679,3902679
Me and You and Everyone We Know,2005,7.3,R,91,"Comedy, Drama","Jun 17, 2005",2000000,3885134,9615464
Top Hat,1935,7.7,Not Rated,101,"Comedy, Musical, Romance","Sep 6, 1935",609000,1782000,3202000
Yeh Jawaani Hai Deewani,2013,7.1,Not Rated,160,"Drama, Musical, Romance","May 31, 2013",8300000,3827466,50827466
Max Steel,2016,4.6,PG-13,92,"Action, Adventure, Fantasy","Oct 14, 2016",10000000,3818664,4563080
Bound,1996,7.3,R,109,"Crime, Romance, Thriller","Oct 4, 1996",4500000,3802260,7011317
The Merchant of Venice,2004,7.0,R,131,"Drama, Romance","Dec 29, 2004",30000000,3765585,18765585
Friend Request,2016,5.3,R,92,"Horror, Mystery, Thriller","Jan 7, 2016",9900000,3759078,11310835
Vera Drake,2004,7.6,R,125,"Crime, Drama","Oct 10, 2004",11000000,3753806,13353855
The Cold Light of Day,2012,4.9,PG-13,93,"Action, Adventure, Thriller","Apr 4, 2012",20000000,3763583,25361206
A Monster Calls,2016,7.5,PG-13,108,"Adventure, Drama, Family","Oct 7, 2016",43000000,3740823,46414530
Midnight Special,2016,6.6,PG-13,112,"Drama, Mystery, Sci-Fi","Feb 18, 2016",18000000,3712282,7680250
Sunshine,2007,7.2,R,107,"Sci-Fi, Thriller","Jul 20, 2007",40000000,3688560,32030610
Requiem for a Dream,2000,8.3,R,102,Drama,"Oct 6, 2000",4500000,3635482,7389233
Scouts Guide to the Zombie Apocalypse,2015,6.3,R,93,"Action, Comedy, Horror","Oct 29, 2015",15000000,3703046,15554855
Table 19,2017,5.8,PG-13,87,"Comedy, Drama, Romance","Mar 3, 2017",5000000,3614896,4620399
We Are Your Friends,2015,6.2,R,96,"Drama, Music, Romance","Aug 26, 2015",2000000,3591417,10153415
Wish I Was Here,2014,6.7,R,106,"Comedy, Drama","Jul 18, 2014",6000000,3591299,6591365
The Runaways,2010,6.5,R,106,"Biography, Drama, Music","Mar 19, 2010",9500000,3573673,5278632
Repo Man,1984,6.9,R,92,"Action, Comedy, Crime","Mar 2, 1984",1500000,2300000,2300000
Cats Don't Dance,1997,6.9,G,75,"Animation, Comedy, Family","Mar 26, 1997",32000000,3588602,3588602
8 Heads in a Duffel Bag,1997,5.4,R,95,"Adventure, Comedy, Crime","Apr 18, 1997",3000000,3602884,4002884
Blood and Chocolate,2007,5.5,PG-13,98,"Drama, Fantasy, Horror","Jan 26, 2007",15000000,3526588,6551310
The Ballad of Cable Hogue,1970,7.2,R,121,"Comedy, Drama, Romance","May 13, 1970",3716946,3500000,5000000
Mommy,2014,8.1,R,139,Drama,"Nov 13, 2014",4900000,3498695,17536004
The Beach Bum,2019,5.5,R,95,Comedy,"Mar 21, 2019",5000000,3502600,4267808
Heaven's Gate,1980,6.8,R,219,"Adventure, Drama, Western","Nov 19, 1980",44000000,3484331,3484523
Talk Radio,1988,7.3,R,110,Drama,"Dec 1, 1988",4000000,3468572,3468572
The To Do List,2013,5.8,R,104,"Comedy, Romance","Jul 26, 2013",1500000,3491669,4128828
Miss Sloane,2016,7.5,R,132,"Drama, Thriller","Nov 25, 2016",18000000,3500605,7719630
The Andromeda Strain,1971,7.2,G,131,"Mystery, Sci-Fi, Thriller","Jan 1, 1971",6500000,12376563,12376563
Metallica Through the Never,2013,7.2,R,93,Music,"Sep 27, 2013",18000000,3419967,9082906
Like Crazy,2011,6.7,PG-13,86,"Drama, Romance","Oct 28, 2011",250000,3395391,3728400
Venus,2006,7.1,R,95,"Comedy, Drama, Romance","Dec 21, 2006",6000000,3347411,7818479
Pootie Tang,2001,5.3,PG-13,81,"Action, Adventure, Comedy","Jun 29, 2001",3500000,3293258,3293258
Things We Lost in the Fire,2007,7.2,R,118,Drama,"Oct 19, 2007",16000000,3287315,8120148
Kabhi Alvida Naa Kehna,2006,6.1,R,193,"Drama, Romance","Aug 11, 2006",10750000,3275443,32575443
Only the Strong,1993,6.7,PG-13,99,"Action, Drama",1993,6000000,3273588,3273588
The Fifth Estate,2013,6.2,R,128,"Biography, Crime, Drama","Oct 18, 2013",26000000,3254172,6154172
The Sweet Hereafter,1997,7.5,R,112,Drama,"Oct 10, 1997",5000000,4306697,7951247
You Will Meet a Tall Dark Stranger,2010,6.3,R,98,"Comedy, Drama, Romance","Sep 22, 2010",15000000,3247816,38535748
Pi,1998,7.4,R,84,"Drama, Horror, Mystery","Jul 10, 1998",68000,3221152,4678513
Another Year,2010,7.3,PG-13,129,"Comedy, Drama","Dec 29, 2010",8000000,3205706,20005613
Anything Else,2003,6.3,R,108,"Comedy, Romance","Sep 19, 2003",18000000,3203044,13203044
The Limey,1999,7.0,R,89,"Crime, Drama, Mystery","Oct 8, 1999",10000000,3193102,6030047
Resurrecting the Champ,2007,6.7,PG-13,112,"Drama, Sport","Aug 24, 2007",13000000,3172382,3260555
Clerks,1994,7.7,R,92,Comedy,"Oct 19, 1994",27000,3073428,3894240
The Sisters Brothers,2018,7.0,R,122,"Crime, Drama, Western","Sep 21, 2018",38000000,3143056,13119947
Maurice,1987,7.7,R,140,"Drama, Romance",1987,2600000,3147950,3305831
Rosewater,2014,6.6,R,103,"Biography, Drama","Nov 14, 2014",10000000,3128941,3185717
Obvious Child,2014,6.8,R,84,"Comedy, Drama, Romance","Jun 6, 2014",1000000,3122616,3324070
Soul Survivors,2001,3.9,PG-13,84,"Horror, Mystery, Thriller","Sep 7, 2001",14000000,3100650,4288246
The Last House on the Left,1972,6.0,R,84,"Horror, Thriller","Aug 30, 1972",87000,3100000,3100000
"Synecdoche, New York",2008,7.6,R,124,"Comedy, Drama","Oct 24, 2008",20000000,3083538,4383538
8 femmes,2002,7.1,R,111,"Comedy, Crime, Musical","Sep 20, 2002",8000000,3076425,42376425
Blindness,2008,6.6,R,121,"Drama, Mystery, Sci-Fi","Oct 3, 2008",25000000,3073392,20052958
Jawbreaker,1999,5.7,R,87,"Comedy, Crime, Thriller","Feb 19, 1999",3000000,3076820,3076820
Waterloo,1970,7.3,G,123,"Action, Biography, Drama","Jan 1, 1970",25000000,0,0
Heavenly Creatures,1994,7.3,R,99,"Biography, Crime, Drama","Nov 16, 1994",5000000,3046086,5438120
The House of Mirth,2000,7.0,PG,135,"Romance, Drama","Dec 22, 2000",10000000,3041803,5149131
Melancholia,2011,7.2,R,135,"Drama, Sci-Fi","Nov 11, 2011",9400000,3030848,21817298
Hedwig and the Angry Inch,2001,7.7,R,95,"Comedy, Drama, Music","Jul 20, 2001",6000000,3067312,3740030
Albert Nobbs,2011,6.7,R,113,"Drama, Romance","Dec 21, 2011",7500000,3014696,8539003
The Other Side of the Door,2016,5.3,R,96,Horror,"Feb 24, 2016",5000000,3000342,12905107
Rock the Kasbah,2015,5.5,R,106,"Comedy, Music, War","Oct 23, 2015",15000000,3020665,3386153
Martha Marcy May Marlene,2011,6.9,R,102,"Drama, Mystery, Thriller","Oct 21, 2011",1000000,2981038,5438911
Miss Potter,2006,6.9,PG,88,"Biography, Drama","Dec 29, 2006",30000000,3005605,35891257
Before I Go to Sleep,2014,6.3,R,92,"Drama, Horror, Mystery","Oct 31, 2014",22000000,3242457,19563579
Basquiat,1996,6.9,R,107,"Biography, Drama","Aug 9, 1996",3000000,2962051,2962051
Metropolitan,1990,7.4,PG-13,98,"Comedy, Drama, Romance","Aug 3, 1990",430000,2938000,2938000
Choke,2008,6.4,R,92,"Comedy, Drama","Sep 26, 2008",3400000,2926565,4124277
Cradle Will Rock,1999,6.8,R,132,Drama,"Dec 8, 1999",32000000,2899970,2899970
Tadpole,2002,6.1,PG-13,78,"Comedy, Drama, Romance","Jul 19, 2002",150000,2891288,3270128
The Hudsucker Proxy,1994,7.2,PG,111,"Comedy, Drama, Fantasy","Mar 11, 1994",40000000,2816518,14938149
In the Company of Men,1997,7.2,R,97,"Comedy, Drama","Aug 1, 1997",25000,2883661,2883661
eXistenZ,1999,6.8,R,97,"Horror, Sci-Fi, Thriller","Apr 23, 1999",20700000,2840417,2840417
Reservoir Dogs,1992,8.3,R,99,"Crime, Drama, Thriller","Oct 23, 1992",1200000,2832029,2864984
Return to the Blue Lagoon,1991,5.2,PG-13,102,"Adventure, Drama, Romance",1991,11000000,2000000,2000000
Happiness,1998,7.7,Unrated,134,"Comedy, Drama","Oct 16, 1998",3000000,2746453,5746453
The History Boys,2006,6.8,R,109,"Comedy, Drama, Romance","Nov 21, 2006",3700000,2730296,13447998
Youth,2015,7.3,R,124,"Comedy, Drama, Music","May 22, 2015",13000000,2703296,24001573
Half Nelson,2006,7.2,R,106,Drama,"Aug 11, 2006",700000,2697938,4911725
Junebug,2005,6.9,R,106,"Comedy, Drama","Aug 3, 2005",1000000,2678010,3553253
Beyond the Valley of the Dolls,1970,6.2,NC-17,109,"Comedy, Drama, Music","Jun 17, 1970",1000000,9000000,9000000
The Mighty,1998,7.3,PG-13,100,"Comedy, Drama","Oct 9, 1998",100000,2652246,6121582
Richard III,1995,7.4,R,110,"Drama, Sci-Fi, War","Dec 29, 1995",9200000,2684904,4199334
Captive,2015,5.4,PG-13,97,"Action, Crime, Drama","Sep 17, 2015",2000000,2583301,2791973
Carnage,2011,7.2,R,80,"Comedy, Drama","Dec 16, 2011",25000000,2546747,38112154
Truth,2015,6.8,R,125,"Biography, Drama, History","Oct 16, 2015",9600000,2541854,6842580
Pieces of April,2003,7.0,PG-13,80,"Comedy, Drama","Oct 17, 2003",300000,2528664,3571253
Frozen River,2008,7.1,R,97,"Crime, Drama","Aug 1, 2008",1000000,2511476,6030129
Full Frontal,2002,4.7,R,101,"Comedy, Romance","Aug 2, 2002",2000000,2512846,3438804
