,movie,release_date,release_month,release_day,release_year
20677,We're the Millers,2013-08-07,August,Wednesday,2013
20678,Cloudy with a Chance of Meatballs 2,2013-09-27,September,Friday,2013
20679,The Hangover Part III,2013-05-23,May,Thursday,2013
20680,Evil Dead,2013-04-05,April,Friday,2013
20681,Spring Breakers,2013-03-15,March,Friday,2013
20682,The World's End,2013-08-23,August,Friday,2013
20683,Escape Plan,2013-10-18,October,Friday,2013
20684,The Heat,2013-06-28,June,Friday,2013
20685,2 Guns,2013-08-02,August,Friday,2013
20686,Turbo,2013-07-19,July,Friday,2013
20687,Justice League: The Flashpoint Paradox,2013-07-30,July,Tuesday,2013
20688,Desire,2013-06-06,June,Thursday,2013
20689,Machete Kills,2013-10-11,October,Friday,2013
20690,Carrie,2013-10-18,October,Friday,2013
20691,Dracula 3D,2013-10-04,October,Friday,2013
20692,The Mortal Instruments: City of Bones,2013-08-21,August,Wednesday,2013
20693,White House Down,2013-06-28,June,Friday,2013
20694,The Host,2013-03-29,March,Friday,2013
20695,The Flu,2013-08-16,August,Friday,2013
20696,Teen Beach Movie,2013-07-19,July,Friday,2013
20697,Rush,2013-09-27,September,Friday,2013
20698,The Hunt,2013-01-10,January,Thursday,2013
20699,The Secret Life of Walter Mitty,2013-12-25,December,Wednesday,2013
20700,Insidious: Chapter 2,2013-09-13,September,Friday,2013
20701,Kick-Ass 2,2013-08-16,August,Friday,2013
20702,Dallas Buyers Club,2013-11-22,November,Friday,2013
20703,Barbie Mariposa & the Fairy Princess,2013-08-27,August,Tuesday,2013
20704,Europa Report,2013-06-27,June,Thursday,2013
20705,Inside Llewyn Davis,2013-09-28,September,Saturday,2013
20706,Walking with Dinosaurs,2013-12-20,December,Friday,2013
20707,Aftershock,2013-05-10,May,Friday,2013
20708,Anchorman 2: The Legend Continues,2013-12-18,December,Wednesday,2013
20709,Escape from Planet Earth,2013-02-14,February,Thursday,2013
20710,Wolf Children,2013-11-26,November,Tuesday,2013
20711,Don Jon,2013-09-27,September,Friday,2013
20712,August: Osage County,2013-10-08,October,Tuesday,2013
20713,Mama,2013-01-18,January,Friday,2013
20714,Hummingbird,2013-06-28,June,Friday,2013
20715,The Smurfs 2,2013-07-31,July,Wednesday,2013
20716,Parker,2013-01-25,January,Friday,2013
20717,Curse of Chucky,2013-10-04,October,Friday,2013
20718,The Garden of Words,2013-08-06,August,Tuesday,2013
20719,Tarzan,2013-12-20,December,Friday,2013
20720,Broken City,2013-01-18,January,Friday,2013
20721,The Last Stand,2013-01-12,January,Saturday,2013
20722,The Bling Ring,2013-06-21,June,Friday,2013
20723,Baggage Claim,2013-09-27,September,Friday,2013
20724,Jack the Giant Slayer,2013-03-01,March,Friday,2013
20725,Movie 43,2013-01-25,January,Friday,2013
20726,Snitch,2013-02-22,February,Friday,2013
20727,Planes,2013-08-09,August,Friday,2013
20728,The Colony,2013-09-20,September,Friday,2013
20729,Out of the Furnace,2013-12-06,December,Friday,2013
20730,Death Race: Inferno,2013-01-22,January,Tuesday,2013
20731,Chinese Zodiac,2013-10-18,October,Friday,2013
20732,Beautiful Creatures,2013-02-14,February,Thursday,2013
20733,42,2013-04-12,April,Friday,2013
20734,G.I. Joe: Retaliation,2013-03-29,March,Friday,2013
20735,Scooby-Doo! Stage Fright,2013-08-20,August,Tuesday,2013
20736,Battle of the Damned,2013-07-26,July,Friday,2013
20737,After Earth,2013-05-31,May,Friday,2013
20738,Mud,2013-04-26,April,Friday,2013
20739,Dark Skies,2013-02-22,February,Friday,2013
20740,Stuck in Love,2013-07-05,July,Friday,2013
20741,Upstream Color,2013-04-05,April,Friday,2013
20742,Hatchet III,2013-06-14,June,Friday,2013
20743,Only God Forgives,2013-07-19,July,Friday,2013
20744,Iron Man: Rise of Technovore,2013-05-03,May,Friday,2013
20745,Bullet to the Head,2013-02-01,February,Friday,2013
20746,The Green Inferno,2013-11-02,November,Saturday,2013
20747,All Is Lost,2013-10-18,October,Friday,2013
20748,The Place Beyond the Pines,2013-03-27,March,Wednesday,2013
20749,Warm Bodies,2013-02-01,February,Friday,2013
20750,You're Next,2013-08-23,August,Friday,2013
20751,Saving Mr. Banks,2013-12-20,December,Friday,2013
20752,Oldboy,2013-11-27,November,Wednesday,2013
20753,Coherence,2013-09-19,September,Thursday,2013
20754,Nebraska,2013-11-15,November,Friday,2013
20755,Crystal Lake Memories: The Complete History of Friday the 13th,2013-09-13,September,Friday,2013
20756,Ninja: Shadow of a Tear,2013-12-31,December,Tuesday,2013
20757,Jobs,2013-08-16,August,Friday,2013
20758,"Tad, the Lost Explorer",2013-06-28,June,Friday,2013
20759,Scary Movie 5,2013-04-12,April,Friday,2013
20760,The Great Beauty,2013-11-15,November,Friday,2013
20761,Side Effects,2013-02-08,February,Friday,2013
20762,The Incredible Burt Wonderstone,2013-03-15,March,Friday,2013
20763,Parkland,2013-10-04,October,Friday,2013
20764,An American Girl: Saige Paints the Sky,2013-07-02,July,Tuesday,2013
20765,Grudge Match,2013-12-25,December,Wednesday,2013
20766,Free Birds,2013-11-01,November,Friday,2013
20767,CBGB,2013-10-11,October,Friday,2013
20768,Last Vegas,2013-11-01,November,Friday,2013
20769,4Closed,2013-09-24,September,Tuesday,2013
20770,A Haunted House,2013-01-11,January,Friday,2013
20771,Upside Down,2013-03-14,March,Thursday,2013
20772,Justin and the Knights of Valour,2013-11-26,November,Tuesday,2013
20773,Paranoia,2013-08-16,August,Friday,2013
20774,The Marine 3: Homefront,2013-03-05,March,Tuesday,2013
20775,Marvel One-Shot: Agent Carter,2013-09-23,September,Monday,2013
20776,Kon-Tiki,2013-04-26,April,Friday,2013
20777,Closed Circuit,2013-08-28,August,Wednesday,2013
20778,Shelter,2013-04-04,April,Thursday,2013
20779,Third Person,2013-12-01,December,Sunday,2013
20780,The Counselor,2013-10-25,October,Friday,2013
20781,The Haunting in Connecticut 2: Ghosts of Georgia,2013-02-01,February,Friday,2013
20782,Killing Season,2013-07-12,July,Friday,2013
20783,The Past,2013-12-19,December,Thursday,2013
20784,Lovestruck: The Musical,2013-04-21,April,Sunday,2013
20785,Wish You Were Here,2013-06-07,June,Friday,2013
20786,Enough Said,2013-09-18,September,Wednesday,2013
20787,The Butler,2013-08-16,August,Friday,2013
20788,The Grandmaster,2013-08-30,August,Friday,2013
20789,Admission,2013-03-22,March,Friday,2013
20790,Erased,2013-05-17,May,Friday,2013
20791,Maniac,2013-06-21,June,Friday,2013
20792,Safe Haven,2013-02-14,February,Thursday,2013
20793,The Baytown Outlaws,2013-01-29,January,Tuesday,2013
20794,Krrish 3,2013-11-01,November,Friday,2013
20795,One Direction: This Is Us,2013-08-30,August,Friday,2013
20796,Pawn,2013-04-23,April,Tuesday,2013
20797,Madly Madagascar,2013-01-29,January,Tuesday,2013
20798,Under the Skin,2013-08-29,August,Thursday,2013
20799,The To Do List,2013-07-26,July,Friday,2013
20800,Empire State,2013-09-03,September,Tuesday,2013
20801,Vehicle 19,2013-06-14,June,Friday,2013
20802,The Canyons,2013-07-29,July,Monday,2013
20803,The Courier,2013-06-08,June,Saturday,2013
20804,Wrong Cops,2013-12-18,December,Wednesday,2013
20805,Much Ado About Nothing,2013-06-07,June,Friday,2013
20806,The English Teacher,2013-05-16,May,Thursday,2013
20807,The Berlin File,2013-02-14,February,Thursday,2013
20808,"Batman: The Dark Knight Returns, Part 2",2013-01-29,January,Tuesday,2013
20809,The Reluctant Fundamentalist,2013-03-17,March,Sunday,2013
20810,Sound City,2013-01-18,January,Friday,2013
20811,Trance,2013-04-05,April,Friday,2013
20812,Metallica: Through the Never,2013-09-27,September,Friday,2013
20813,Blue Caprice,2013-09-13,September,Friday,2013
20814,The Package,2013-02-14,February,Thursday,2013
20815,What Maisie Knew,2013-05-02,May,Thursday,2013
20816,Behind the Candelabra,2013-05-26,May,Sunday,2013
20817,Jodorowsky's Dune,2013-08-30,August,Friday,2013
20818,The Immigrant,2013-10-06,October,Sunday,2013
20819,Welcome to the Punch,2013-03-27,March,Wednesday,2013
20820,The Best Man Holiday,2013-11-15,November,Friday,2013
20821,The Company You Keep,2013-04-04,April,Thursday,2013
20822,The Prey,2013-06-07,June,Friday,2013
20823,The Big Wedding,2013-04-25,April,Thursday,2013
20824,Cockneys vs Zombies,2013-08-02,August,Friday,2013
20825,Philomena,2013-11-27,November,Wednesday,2013
20826,Swindle,2013-08-23,August,Friday,2013
20827,Apartment 1303 3D,2013-07-25,July,Thursday,2013
20828,A Case of You,2013-04-21,April,Sunday,2013
20829,Assault on Wall Street,2013-06-30,June,Sunday,2013
20830,Touchy Feely,2013-01-19,January,Saturday,2013
20831,Bad Milo,2013-08-29,August,Thursday,2013
20832,Fright Night 2: New Blood,2013-10-01,October,Tuesday,2013
20833,Adult World,2013-04-18,April,Thursday,2013
20834,Percy Jackson: Sea of Monsters,2013-08-07,August,Wednesday,2013
20835,Police Story 2013,2013-12-24,December,Tuesday,2013
20836,Charlie Countryman,2013-11-15,November,Friday,2013
20837,Dead in Tombstone,2013-10-25,October,Friday,2013
20838,Byzantium,2013-06-28,June,Friday,2013
20839,The Last Exorcism Part II,2013-03-01,March,Friday,2013
20840,The Art of the Steal,2013-10-01,October,Tuesday,2013
20841,Enemies Closer,2013-12-24,December,Tuesday,2013
20842,The Selfish Giant,2013-12-20,December,Friday,2013
20843,Fairy Tail the Movie: Phoenix Priestess,2013-12-10,December,Tuesday,2013
20844,Very Good Girls,2013-01-22,January,Tuesday,2013
20845,1,2013-09-30,September,Monday,2013
20846,Great Expectations,2013-11-08,November,Friday,2013
20847,Crush,2013-04-09,April,Tuesday,2013
20848,New World,2013-03-22,March,Friday,2013
20849,Lovelace,2013-08-09,August,Friday,2013
20850,Adore,2013-09-06,September,Friday,2013
20851,Runner Runner,2013-10-02,October,Wednesday,2013
20852,Welcome to the Jungle,2013-04-27,April,Saturday,2013
20853,Black Gold,2013-03-01,March,Friday,2013
20854,Prince Avalanche,2013-01-20,January,Sunday,2013
20855,A.C.O.D.,2013-10-04,October,Friday,2013
20856,The Numbers Station,2013-04-26,April,Friday,2013
20857,Free Fall,2013-09-08,September,Sunday,2013
20858,Mauvais Sang,2013-11-29,November,Friday,2013
20859,Jug Face,2013-08-09,August,Friday,2013
20860,Ruby Red,2013-04-04,April,Thursday,2013
20861,The Call,2013-03-14,March,Thursday,2013
20862,I'm So Excited!,2013-06-28,June,Friday,2013
20863,Battle of the Year,2013-09-21,September,Saturday,2013
20864,21 & Over,2013-03-01,March,Friday,2013
20865,The Lords of Salem,2013-04-19,April,Friday,2013
20866,Night Train to Lisbon,2013-12-06,December,Friday,2013
20867,Belle,2013-05-01,May,Wednesday,2013
20868,Austenland,2013-08-16,August,Friday,2013
20869,Instructions Not Included,2013-08-30,August,Friday,2013
20870,How I Live Now,2013-11-08,November,Friday,2013
20871,Hell Baby,2013-09-06,September,Friday,2013
20872,Man of Tai Chi,2013-11-01,November,Friday,2013
20873,Superman: Unbound,2013-04-23,April,Tuesday,2013
20874,Khumba,2013-12-07,December,Saturday,2013
20875,Broken,2013-07-19,July,Friday,2013
20876,The Wizards Return: Alex vs. Alex,2013-03-15,March,Friday,2013
20877,Devil's Knot,2013-05-09,May,Thursday,2013
20878,Twice Born,2013-12-05,December,Thursday,2013
20879,The Frozen Ground,2013-08-23,August,Friday,2013
20880,Dracula Untold,2014-10-03,October,Friday,2014
20881,Interstellar,2014-10-26,October,Sunday,2014
20882,The Hobbit: The Battle of the Five Armies,2014-12-17,December,Wednesday,2014
20883,Sin City: A Dame to Kill For,2014-08-22,August,Friday,2014
20884,Teenage Mutant Ninja Turtles,2014-08-08,August,Friday,2014
20885,The Hunger Games: Mockingjay - Part 1,2014-11-21,November,Friday,2014
20886,The Maze Runner,2014-09-19,September,Friday,2014
20887,Exodus: Gods and Kings,2014-12-12,December,Friday,2014
20888,Maleficent,2014-05-30,May,Friday,2014
20889,The Equalizer,2014-09-26,September,Friday,2014
20890,Sex Tape,2014-07-18,July,Friday,2014
20891,Nightcrawler,2014-10-31,October,Friday,2014
20892,Birdman or (The Unexpected Virtue of Ignorance),2014-10-17,October,Friday,2014
20893,Dawn of the Planet of the Apes,2014-07-11,July,Friday,2014
20894,Godzilla,2014-05-16,May,Friday,2014
20895,X-Men: Days of Future Past,2014-05-23,May,Friday,2014
20896,Edge of Tomorrow,2014-06-06,June,Friday,2014
20897,Transformers: Age of Extinction,2014-06-27,June,Friday,2014
20898,Let's Be Cops,2014-08-13,August,Wednesday,2014
20899,How to Train Your Dragon 2,2014-06-13,June,Friday,2014
20900,Night at the Museum: Secret of the Tomb,2014-12-19,December,Friday,2014
20901,Penguins of Madagascar,2014-11-26,November,Wednesday,2014
20902,A Walk Among the Tombstones,2014-09-19,September,Friday,2014
20903,American Sniper,2014-11-11,November,Tuesday,2014
20904,Kingsman: The Secret Service,2014-12-13,December,Saturday,2014
20905,The Amazing Spider-Man 2,2014-05-02,May,Friday,2014
20906,Hercules,2014-07-25,July,Friday,2014
20907,The Purge: Anarchy,2014-07-18,July,Friday,2014
20908,Guardians of the Galaxy,2014-08-01,August,Friday,2014
20909,Left Behind,2014-10-03,October,Friday,2014
20910,The Grand Budapest Hotel,2014-03-07,March,Friday,2014
20911,Lucy,2014-07-25,July,Friday,2014
20912,Jack Ryan: Shadow Recruit,2014-01-17,January,Friday,2014
20913,Horrible Bosses 2,2014-11-26,November,Wednesday,2014
20914,Snowpiercer,2014-06-27,June,Friday,2014
20915,The Interview,2014-12-25,December,Thursday,2014
20916,RoboCop,2014-02-12,February,Wednesday,2014
20917,The November Man,2014-08-27,August,Wednesday,2014
20918,The Expendables 3,2014-08-15,August,Friday,2014
20919,Automata,2014-10-10,October,Friday,2014
20920,Before I Go to Sleep,2014-10-31,October,Friday,2014
20921,Ouija,2014-10-24,October,Friday,2014
20922,"As Above, So Below",2014-08-29,August,Friday,2014
20923,The Prince,2014-08-22,August,Friday,2014
20924,Rio 2,2014-04-11,April,Friday,2014
20925,Stonehearst Asylum,2014-10-24,October,Friday,2014
20926,Divergent,2014-03-21,March,Friday,2014
20927,The Babadook,2014-01-17,January,Friday,2014
20928,The Judge,2014-10-10,October,Friday,2014
20929,A Million Ways to Die in the West,2014-05-30,May,Friday,2014
20930,"Love, Rosie",2014-12-06,December,Saturday,2014
20931,Sub Rosa,2014-08-28,August,Thursday,2014
20932,Escobar: Paradise Lost,2014-10-11,October,Saturday,2014
20933,No Good Deed,2014-09-12,September,Friday,2014
20934,The Drop,2014-09-12,September,Friday,2014
20935,Non-Stop,2014-02-28,February,Friday,2014
20936,The Fault in Our Stars,2014-05-16,May,Friday,2014
20937,Need for Speed,2014-03-14,March,Friday,2014
20938,Pompeii,2014-02-21,February,Friday,2014
20939,Tinker Bell and the Pirate Fairy,2014-04-01,April,Tuesday,2014
20940,300: Rise of an Empire,2014-03-07,March,Friday,2014
20941,John Wick,2014-10-24,October,Friday,2014
20942,The Lego Movie,2014-02-07,February,Friday,2014
20943,Marvel One-Shot: All Hail the King,2014-02-04,February,Tuesday,2014
20944,The Other Woman,2014-04-25,April,Friday,2014
20945,Vampire Academy,2014-02-07,February,Friday,2014
20946,Dumb and Dumber To,2014-11-14,November,Friday,2014
20947,Blended,2014-05-23,May,Friday,2014
20948,Coming Home,2014-10-10,October,Friday,2014
20949,Barbie: The Pearl Princess,2014-02-01,February,Saturday,2014
20950,"I, Frankenstein",2014-01-24,January,Friday,2014
20951,Transcendence,2014-04-17,April,Thursday,2014
20952,Mr. Peabody & Sherman,2014-03-07,March,Friday,2014
20953,Annie,2014-12-19,December,Friday,2014
20954,PK,2014-12-19,December,Friday,2014
20955,Sabotage,2014-03-28,March,Friday,2014
20956,Nymphomaniac: Vol. II,2014-03-20,March,Thursday,2014
20957,The Wind Rises,2014-02-21,February,Friday,2014
20958,Ride Along,2014-01-17,January,Friday,2014
20959,St. Vincent,2014-10-31,October,Friday,2014
20960,The Tale of the Princess Kaguya,2014-10-17,October,Friday,2014
20961,Bad Ass 2: Bad Asses,2014-04-08,April,Tuesday,2014
20962,The Boxtrolls,2014-09-26,September,Friday,2014
20963,A Haunted House 2,2014-04-18,April,Friday,2014
20964,Into the Storm,2014-08-08,August,Friday,2014
20965,The Cobbler,2014-09-11,September,Thursday,2014
20966,Horns,2014-10-03,October,Friday,2014
20967,Wild Tales,2014-11-20,November,Thursday,2014
20968,The Nut Job,2014-01-17,January,Friday,2014
20969,The Monuments Men,2014-02-07,February,Friday,2014
20970,Dragon Ball Z: Battle of Gods,2014-08-05,August,Tuesday,2014
20971,3 Days to Kill,2014-02-14,February,Friday,2014
20972,The Captive,2014-12-12,December,Friday,2014
20973,Begin Again,2014-07-11,July,Friday,2014
20974,Joe,2014-03-09,March,Sunday,2014
20975,Enemy,2014-03-14,March,Friday,2014
20976,Who Am I,2014-09-29,September,Monday,2014
20977,Brick Mansions,2014-04-25,April,Friday,2014
20978,Million Dollar Arm,2014-05-16,May,Friday,2014
20979,The Theory of Everything,2014-11-26,November,Wednesday,2014
20980,Cake,2014-12-31,December,Wednesday,2014
20981,Some Kind of Beautiful,2014-11-06,November,Thursday,2014
20982,Paranormal Activity: The Marked Ones,2014-01-03,January,Friday,2014
20983,Chef,2014-04-28,April,Monday,2014
20984,Behaving Badly,2014-09-05,September,Friday,2014
20985,If I Stay,2014-08-22,August,Friday,2014
20986,When the Game Stands Tall,2014-08-22,August,Friday,2014
20987,Life of Crime,2014-08-29,August,Friday,2014
20988,Kill the Messenger,2014-10-10,October,Friday,2014
20989,The Sacrament,2014-05-01,May,Thursday,2014
20990,Oculus,2014-04-03,April,Thursday,2014
20991,Endless Love,2014-02-14,February,Friday,2014
20992,Still Alice,2014-12-05,December,Friday,2014
20993,Son of Batman,2014-04-22,April,Tuesday,2014
20994,An American Girl: Isabelle Dances Into the Spotlight,2014-01-01,January,Wednesday,2014
20995,The Book of Life,2014-10-17,October,Friday,2014
20996,Step Up All In,2014-07-25,July,Friday,2014
20997,I Origins,2014-07-18,July,Friday,2014
20998,Walk of Shame,2014-05-02,May,Friday,2014
20999,The Monkey King,2014-01-09,January,Thursday,2014
21000,Rage,2014-05-09,May,Friday,2014
21001,The Hundred-Foot Journey,2014-08-08,August,Friday,2014
21002,Feast,2014-11-07,November,Friday,2014
21003,Flight 7500,2014-10-03,October,Friday,2014
21004,That Awkward Moment,2014-01-31,January,Friday,2014
21005,Cold in July,2014-05-23,May,Friday,2014
21006,You're Not You,2014-09-27,September,Saturday,2014
21007,A Merry Friggin' Christmas,2014-11-07,November,Friday,2014
21008,Infinitely Polar Bear,2014-01-18,January,Saturday,2014
21009,Muppets Most Wanted,2014-03-21,March,Friday,2014
21010,The Quiet Ones,2014-04-25,April,Friday,2014
21011,Planes: Fire & Rescue,2014-07-18,July,Friday,2014
21012,Sharknado 2: The Second One,2014-07-30,July,Wednesday,2014
21013,Everly,2014-09-20,September,Saturday,2014
21014,Addicted,2014-10-10,October,Friday,2014
21015,Toy Story That Time Forgot,2014-12-02,December,Tuesday,2014
21016,The Signal,2014-01-20,January,Monday,2014
21017,Mommy,2014-08-29,August,Friday,2014
21018,Unbroken,2014-12-25,December,Thursday,2014
21019,Justice League: War,2014-01-21,January,Tuesday,2014
21020,Reasonable Doubt,2014-01-17,January,Friday,2014
21021,Frontera,2014-09-05,September,Friday,2014
