Movie,Year,value,Release Date,Production Budget,Domestic Gross,Worldwide Gross
The Toxic Avenger Part II,1989,Michael Herz,"Feb 24, 1989",2300000,0,0
31,2016,Rob Zombie,"Sep 16, 2016",1500000,779820,922727
Panic,2000,Henry Bromell,"Dec 1, 2000",1000000,779137,1425707
Only God Forgives,2013,Nicolas Winding Refn,"Jul 19, 2013",4800000,775849,4494560
Without Limits,1998,Robert Towne,"Sep 11, 1998",25000000,780326,780326
The Ten,2007,David Wain,"Aug 3, 2007",5250000,769726,786677
The Salton Sea,2002,D.J. Caruso,"Apr 26, 2002",18000000,676698,676698
Party Monster,2003,Randy Barbato,"Aug 29, 2003",5000000,742898,894030
Party Monster,2003,Fenton Bailey,"Aug 29, 2003",5000000,742898,894030
On the Road,2012,Walter Salles,"May 23, 2012",25000000,720828,9313302
The Ballad of Jack and Rose,2005,Rebecca Miller,"Mar 25, 2005",1500000,712294,1126258
Hobo with a Shotgun,2011,Jason Eisener,"May 6, 2011",3000000,703372,834953
The Assassination of Richard Nixon,2004,Niels Mueller,"Dec 29, 2004",4600000,708776,4880143
The Girlfriend Experience,2009,Steven Soderbergh,"May 22, 2009",1300000,695840,1005840
Trees Lounge,1996,Steve Buscemi,"Oct 11, 1996",1300000,749741,749741
The Paperboy,2012,Lee Daniels,"Oct 5, 2012",12500000,677200,4027663
Silent Running,1972,Douglas Trumbull,"Mar 10, 1972",1100000,0,0
The Caveman's Valentine,2001,Kasi Lemmons,"Mar 2, 2001",13500000,687081,892506
Mr. Church,2016,Bruce Beresford,"Sep 16, 2016",8000000,685780,685780
The Claim,2000,Michael Winterbottom,"Dec 29, 2000",13000000,622023,1375635
American Honey,2016,Andrea Arnold,"Sep 30, 2016",3500000,663247,2611750
The D Train,2015,Jarrad Paul,"May 8, 2015",3000000,669688,772366
The D Train,2015,Andrew Mogel,"May 8, 2015",3000000,669688,772366
Parkland,2013,Peter Landesman,"Oct 4, 2013",10000000,641439,1616353
Alex Rider: Operation Stormbreaker,2006,Geoffrey Sax,"Oct 13, 2006",40000000,659210,20722450
Texas Rangers,2001,Steve Miner,"Nov 30, 2001",38000000,623374,623374
Mean Creek,2004,Jacob Estes,"Aug 20, 2004",500000,603951,1348750
The Signal,2014,William Eubank,"Jun 13, 2014",4000000,600896,2665322
"War, Inc.",2008,Joshua Seftel,"May 23, 2008",10000000,580862,1299855
All Good Things,2010,Andrew Jarecki,"Dec 3, 2010",20000000,582024,873617
The Future,2011,Miranda July,"Jul 29, 2011",1000000,568662,1239174
Bottle Rocket,1996,Wes Anderson,"Feb 21, 1996",5000000,407488,407488
All the Real Girls,2003,David Gordon Green,"Feb 14, 2003",1000000,549666,703020
Winter in Wartime,2008,Martin Koolhoven,"Nov 27, 2008",5800000,542860,9662214
Machine Gun Preacher,2011,Marc Forster,"Sep 23, 2011",30000000,538690,3721988
Freeheld,2015,Peter Sollett,"Oct 2, 2015",7000000,546201,1732228
Prefontaine,1997,Steve James,"Jan 24, 1997",8000000,590817,590817
By the Sea,2015,Angelina Jolie,"Nov 12, 2015",20000000,538460,3727746
Dom Hemingway,2013,Richard Shepard,"Nov 15, 2013",7000000,523511,1857458
Phantom,2013,Todd Robinson,"Mar 1, 2013",18000000,1034589,1199510
Weekend,2011,Andrew Haigh,"Sep 23, 2011",190000,484592,1577585
The Damned United,2009,Tom Hooper,"Oct 9, 2009",6400000,449865,4199874
Bachelorette,2012,Leslye Headland,"Sep 6, 2012",3000000,446770,12577401
Circumstance,2011,Maryam Keshavarz,"Aug 26, 2011",900000,454121,958978
Idiocracy,2006,Mike Judge,"Sep 1, 2006",2400000,444093,500296
The Lighthouse,2019,Robert Eggers,"Oct 18, 2019",4000000,10867104,18215077
Primer,2004,Shane Carruth,"Oct 8, 2004",7000,424760,841926
The Oh in Ohio,2006,Billy Kent,"Jul 14, 2006",5000000,418689,648183
Steamboy,2004,Katsuhiro Ôtomo,"Oct 22, 2004",20000000,468867,10468867
Brooklyn Rules,2007,Michael Corrente,"May 11, 2007",8000000,458232,458232
My Life Without Me,2003,Isabel Coixet,"Sep 26, 2003",2500000,432360,12267275
Tiny Furniture,2010,Lena Dunham,"Nov 12, 2010",50000,391674,424149
Ain't Them Bodies Saints,2013,David Lowery,"Aug 16, 2013",5000000,391611,1075009
Session 9,2001,Brad Anderson,"Aug 10, 2001",1500000,378176,1619602
Copying Beethoven,2006,Agnieszka Holland,"Nov 10, 2006",11000000,355968,6586324
Jojo Rabbit,2019,Taika Waititi,"Oct 18, 2019",14000000,33370906,87166699
Drinking Buddies,2013,Joe Swanberg,"Aug 23, 2013",500000,343706,407100
The Singing Detective,2003,Keith Gordon,"Oct 24, 2003",8000000,336456,524747
I Origins,2014,Mike Cahill,"Jul 18, 2014",1000000,336472,852399
Welcome to Collinwood,2002,Joe Russo,"Oct 4, 2002",12000000,378650,4606284
Welcome to Collinwood,2002,Anthony Russo,"Oct 4, 2002",12000000,378650,4606284
Compliance,2012,Craig Zobel,"Aug 17, 2012",270000,319285,830700
The Face of Love,2013,Arie Posin,"Oct 25, 2013",4000000,385069,1158877
Stolen,2012,Simon West,"Sep 14, 2012",35000000,289773,17967746
Four Lions,2010,Christopher Morris,"Nov 5, 2010",3750000,310007,8607693
Freeway,1996,Matthew Bright,"Aug 23, 1996",3000000,295493,295493
The Tempest,2010,Julie Taymor,"Dec 10, 2010",20000000,277943,277943
Morvern Callar,2002,Lynne Ramsay,"Dec 20, 2002",6000000,267194,267194
Brothers,2015,Karan Malhotra,"Aug 13, 2015",13000000,656688,17856688
Psycho Beach Party,2000,Robert Lee King,"Aug 4, 2000",4000000,267972,267972
King of California,2007,Mike Cahill,"Sep 14, 2007",10000000,268461,1165102
Old Joy,2006,Kelly Reichardt,"Aug 25, 2006",300000,255923,399908
Dheepan,2015,Jacques Audiard,"Aug 26, 2015",9000000,248795,7704357
George Washington,2000,David Gordon Green,"Oct 27, 2000",42000,241816,342722
Driving Lessons,2006,Jeremy Brock,"Oct 13, 2006",4700000,239962,239962
Monsters,2010,Gareth Edwards,"Oct 29, 2010",500000,237301,5639730
Slow West,2015,John Maclean,"May 15, 2015",3750000,229094,2089072
Imaginary Heroes,2004,Dan Harris,"Dec 17, 2004",10000000,228524,290875
World's Greatest Dad,2009,Bobcat Goldthwait,"Aug 21, 2009",10000000,221805,295750
The Killer Inside Me,2010,Michael Winterbottom,"Jun 18, 2010",13000000,217277,3617277
Trade,2007,Marco Kreuzpaintner,"Sep 28, 2007",12000000,214202,1513388
Love Liza,2002,Todd Louiso,"Dec 30, 2002",1000000,213137,213137
National Lampoon's Animal House,1978,John Landis,"Jul 28, 1978",3000000,141600000,141600000
Tim and Eric's Billion Dollar Movie,2012,Eric Wareheim,"Mar 2, 2012",3000000,201436,223652
Tim and Eric's Billion Dollar Movie,2012,Tim Heidecker,"Mar 2, 2012",3000000,201436,223652
Blackthorn,2011,Mateo Gil,"Oct 7, 2011",4500000,200558,1217307
Sherrybaby,2006,Laurie Collyer,"Sep 8, 2006",2000000,199176,759504
Maggie,2015,Henry Hobson,"May 8, 2015",4500000,187112,1027760
The Lucky Ones,2008,Neil Burger,"Sep 26, 2008",14000000,266967,266967
Breakfast of Champions,1999,Alan Rudolph,"Sep 17, 1999",12000000,178287,178287
Escape from Tomorrow,2013,Randy Moore,"Oct 11, 2013",650000,171962,171962
Modern Times,1936,Charles Chaplin,"Feb 5, 1936",1500000,163245,212209
Restless,2011,Gus Van Sant,"Sep 16, 2011",8000000,163753,2772511
Welcome to the Rileys,2010,Jake Scott,"Oct 29, 2010",10000000,152857,355919
Unknown,2006,Simon Brand,"Nov 3, 2006",3700000,26403,3355048
Repo! The Genetic Opera,2008,Darren Lynn Bousman,"Nov 7, 2008",8500000,140244,198883
Cop Car,2015,Jon Watts,"Aug 7, 2015",5000000,134552,143658
Six-String Samurai,1998,Lance Mungia,"Sep 18, 1998",2000000,134624,134624
Centurion,2010,Neil Marshall,"Aug 27, 2010",15000000,123570,7885048
All or Nothing,2002,Mike Leigh,"Oct 25, 2002",9000000,184255,184255
Wild Target,2010,Jonathan Lynn,"Oct 29, 2010",8000000,109338,5314194
The Other End of the Line,2008,James Dodson,"Oct 31, 2008",2500000,115504,507446
Gentlemen Broncos,2009,Jared Hess,"Oct 30, 2009",9500000,115155,119955
Pathology,2008,Marc Schölermann,"Apr 18, 2008",8000000,109045,3270974
Upside Down,2012,Juan Solanas,"Aug 23, 2012",50000000,102118,26387039
The House of the Devil,2009,Ti West,"Oct 30, 2009",1000000,101215,102812
I Spit on Your Grave,2010,Steven R. Monroe,"Oct 8, 2010",1750000,93051,1278471
Night of the Living Dead,1968,George A. Romero,"Oct 1, 1968",114000,12087064,30087064
Beasts of No Nation,2015,Cary Joji Fukunaga,"Oct 16, 2015",6000000,90777,90777
Eye See You,2002,Jim Gillespie,"Sep 20, 2002",55000000,79161,1807990
Eulogy,2004,Michael Clancy,"Oct 15, 2004",10000000,70527,70527
The Messenger,2009,Oren Moverman,"Nov 13, 2009",6500000,1109660,1744952
Deadfall,2012,Stefan Ruzowitzky,"Nov 9, 2012",6000000,66351,1673635
Redacted,2007,Brian De Palma,"Nov 16, 2007",5000000,65388,861325
Renaissance,2006,Christian Volckman,"Sep 22, 2006",18000000,70644,2401413
Trapped,2002,Luis Mandoki,"Sep 20, 2002",30000000,6916869,7005468
Frontera,2014,Michael Berry,"Sep 5, 2014",2300000,59696,59696
The Road,2009,John Hillcoat,"Nov 25, 2009",25000000,8114270,29206732
Regression,2015,Alejandro Amenábar,"Oct 1, 2015",20000000,55039,15824374
Red Lights,2012,Rodrigo Cortés,"Jul 13, 2012",17700000,49521,14518884
Turbo Kid,2015,Yoann-Karl Whissell,"Aug 28, 2015",60000,0,0
Turbo Kid,2015,Anouk Whissell,"Aug 28, 2015",60000,0,0
Turbo Kid,2015,François Simard,"Aug 28, 2015",60000,0,0
Timber Falls,2007,Tony Giglio,"Dec 7, 2007",2600000,0,71248
The Chumscrubber,2005,Arie Posin,"Aug 5, 2005",6800000,49526,49526
The Canyons,2013,Paul Schrader,"Aug 2, 2013",250000,59671,62375
Heist,2001,David Mamet,"Nov 9, 2001",35000000,23483357,28906817
LOL,2012,Lisa Azuelos,"May 4, 2012",11000000,0,10431506
Margaret,2011,Kenneth Lonergan,"Sep 30, 2011",14000000,47185,623292
Shotgun Stories,2007,Jeff Nichols,"Dec 14, 2007",250000,46026,284174
Blood Ties,2013,Guillaume Canet,"Oct 30, 2013",26000000,42472,2923959
Undead,2003,Peter Spierig,"Sep 4, 2003",750000,41196,229250
Undead,2003,Michael Spierig,"Sep 4, 2003",750000,41196,229250
Rudderless,2014,William H. Macy,"Oct 17, 2014",5000000,56001,584499
"Surfer, Dude",2008,S.R. Bindler,"Sep 5, 2008",6000000,36497,36497
Knock Knock,2015,Eli Roth,"Jun 26, 2015",2000000,36336,6328516
Not Cool,2014,Shane Dawson,"Sep 19, 2014",800000,35688,35688
A Street Cat Named Bob,2016,Roger Spottiswoode,"Nov 4, 2016",8000000,82703,17382693
Redemption,2013,Steven Knight,"Jun 28, 2013",23000000,36686,13593473
Happy Christmas,2014,Joe Swanberg,"Jul 25, 2014",70000,30312,30312
The Son of No One,2011,Dito Montiel,"Nov 4, 2011",15000000,30680,1148578
Berlin Syndrome,2017,Cate Shortland,"Apr 21, 2017",5500000,28660,788191
Spy Game,2001,Tony Scott,"Nov 21, 2001",90000000,62362560,143049560
The Sweeney,2012,Nick Love,"Sep 12, 2012",4500000,26345,8000366
The Eyes of My Mother,2016,Nicolas Pesce,"Dec 2, 2016",300000,27099,48539
The Last Days on Mars,2013,Ruairi Robinson,"Dec 6, 2013",10600000,24084,261364
Dear Wendy,2005,Thomas Vinterberg,"Sep 23, 2005",8000000,23106,446438
Good,2008,Vicente Amorim,"Dec 31, 2008",16000000,31631,31631
The Good Night,2007,Jake Paltrow,"Oct 5, 2007",15000000,22441,22441
Double Take,2001,George Gallo,"Jan 12, 2001",24000000,29823162,29823162
Strangerland,2015,Kim Farrant,"Jun 11, 2015",10000000,17472,161097
The Dead Girl,2006,Karen Moncrieff,"Dec 29, 2006",3300000,19875,19875
5 Days of War,2011,Renny Harlin,"Aug 19, 2011",12000000,17479,87793
Trespass,2011,Joel Schumacher,"Oct 14, 2011",35000000,16816,786532
Two Night Stand,2014,Max Nichols,"Sep 26, 2014",1600000,15600,868081
Good Dick,2008,Marianna Palka,"Oct 10, 2008",200000,28835,52443
Major Dundee,1965,Sam Peckinpah,"Apr 7, 1965",3800000,14873,14873
Camp X-Ray,2014,Peter Sattler,"Oct 17, 2014",1000000,9837,101053
13 Sins,2014,Daniel Stamm,"Apr 18, 2014",4000000,9134,47552
Falcon Rising,2014,Ernie Barbarash,"Sep 4, 2014",4500000,11774,11774
The Lady from Shanghai,1947,Orson Welles,"Dec 24, 1947",2000000,0,0
Swept Away,2002,Guy Ritchie,"Oct 11, 2002",10000000,598645,611032
Blonde Ambition,2007,Scott Marshall,"Dec 21, 2007",10000000,6422,1537479
Grace,2009,Paul Solet,"Aug 14, 2009",5000000,8297,8297
Eden Lake,2008,James Watkins,"Oct 31, 2008",2000000,7321,4294373
The Giant Mechanical Man,2012,Lee Kirk,"Apr 27, 2012",900000,7396,7396
Wild Card,2015,Simon West,"Jan 16, 2015",30000000,3200,4315789
Vamps,2012,Amy Heckerling,"Nov 2, 2012",16000000,3361,94812
Khumba,2013,Anthony Silverston,"Oct 11, 2013",15000000,0,20898221
Palm Springs,2020,Max Barbakow,"Jul 10, 2020",5000000,0,0
Jexi,2019,Scott Moore,"Oct 11, 2019",5000000,6546159,10599971
Jexi,2019,Jon Lucas,"Oct 11, 2019",5000000,6546159,10599971
Brahms: The Boy II,2020,William Brent Bell,"Feb 20, 2020",10000000,12611536,18976477
The Lovebirds,2020,Michael Showalter,"May 22, 2020",16000000,0,0
21 Bridges,2019,Brian Kirk,"Nov 22, 2019",33000000,28539757,40013645
Last Christmas,2019,Paul Feig,"Nov 7, 2019",30000000,35150750,121413629
The Gentlemen,2019,Guy Ritchie,"Dec 27, 2019",22000000,36296854,111800189
Cam,2018,Daniel Goldhaber,"Nov 16, 2018",1000000,0,0
The Hunt,2020,Craig Zobel,"Mar 13, 2020",18200000,5812500,8108673
My Spy,2020,Peter Segal,"Jan 10, 2020",18000000,0,5235719
The Report,2019,Scott Z. Burns,"Nov 8, 2019",8000000,0,242788
Honey Boy,2019,Alma Har'el,"Nov 7, 2019",3500000,3012615,3392912
Marriage Story,2019,Noah Baumbach,"Nov 27, 2019",8600000,0,320349
Like a Boss,2020,Miguel Arteta,"Jan 10, 2020",29000000,22169514,26554795
The Turning,2020,Floria Sigismondi,"Jan 23, 2020",12000000,15472775,18472775
The Call of the Wild,2020,Chris Sanders,"Jan 3, 2020",125000000,62342368,107387069
Black and Blue,2019,Deon Taylor,"Oct 23, 2019",12000000,22012729,22679978
The Rhythm Section,2020,Reed Morano,"Jan 31, 2020",50000000,5437971,5983043
Velvet Buzzsaw,2019,Dan Gilroy,"Feb 1, 2019",21000000,0,0
The Kindergarten Teacher,2018,Sara Colangelo,"Oct 12, 2018",2400000,0,552188
Midway,2019,Roland Emmerich,"Nov 7, 2019",100000000,56846802,124968126
Jay and Silent Bob Reboot,2019,Kevin Smith,"Oct 18, 2019",10000000,4589490,4710507
7500,2019,Patrick Vollrath,"Jul 18, 2019",5000000,0,0
Bombshell,2019,Jay Roach,"Dec 13, 2019",32000000,31762808,58855626
The Banker,2020,George Nolfi,"Mar 6, 2020",11000000,0,0
Roma,2018,Alfonso Cuarón,"Dec 12, 2018",15000000,0,1108775
The Aeronauts,2019,Tom Harper,"Nov 1, 2019",80000000,0,3430494
Greyhound,2020,Aaron Schneider,"Jul 10, 2020",50300000,0,0
The Professor and the Madman,2019,Farhad Safinia,"Mar 15, 2019",25000000,0,6192757
Spies in Disguise,2019,Troy Quane,"Dec 25, 2019",100000000,66757013,166083937
Spies in Disguise,2019,Nick Bruno,"Dec 25, 2019",100000000,66757013,166083937
Wheelman,2017,Jeremy Rush,"Oct 20, 2017",5000000,0,0
Cats,2019,Tom Hooper,"Dec 17, 2019",100000000,27166770,75479631
Doctor Sleep,2019,Mike Flanagan,"Oct 31, 2019",45000000,31581712,71856239
The Good Liar,2019,Bill Condon,"Nov 8, 2019",10000000,17156058,33216217
Bright,2017,David Ayer,"Dec 13, 2017",90000000,0,0
Eli,2019,Ciarán Foy,"Oct 18, 2019",11000000,0,0
Hush,2016,Mike Flanagan,"Apr 8, 2016",1000000,0,0
Just Mercy,2019,Destin Daniel Cretton,"Dec 25, 2019",25000000,36001502,50401502
Harriet,2019,Kasi Lemmons,"Nov 1, 2019",17000000,43082155,43248374
Yoga Hosers,2016,Kevin Smith,"Jul 29, 2016",5000000,0,22958
Criminal Activities,2015,Jackie Earle Haley,"Nov 20, 2015",7000000,0,386744
Misconduct,2016,Shintaro Shimosawa,"Feb 5, 2016",11000000,0,2352511
The Veil,2016,Phil Joanou,"Jan 19, 2016",4000000,0,0
Richard Jewell,2019,Clint Eastwood,"Dec 13, 2019",45000000,22345542,43100570
Housebound,2014,Gerard Johnstone,"Oct 17, 2014",1500000,0,236863
Pound of Flesh,2015,Ernie Barbarash,"May 15, 2015",7500000,0,0
Zipper,2015,Mora Stephens,"Aug 28, 2015",4500000,0,0
Heist,2015,Scott Mann,"Nov 12, 2015",8900000,50136,3324131
Survivor,2015,James McTeigue,"May 29, 2015",20000000,0,1703281
I Am Wrath,2016,Chuck Russell,"Apr 14, 2016",18000000,0,309608
Artemis Fowl,2020,Kenneth Branagh,"Jun 12, 2020",100000000,0,0
Bird Box,2018,Susanne Bier,"Dec 13, 2018",19800000,0,0
Miss Julie,2014,Liv Ullmann,"Dec 12, 2014",5500000,0,863895
Plastic,2014,Julian Gilbey,"Jun 19, 2014",10000000,0,575371
Bone Tomahawk,2015,S. Craig Zahler,"Oct 23, 2015",2000000,0,475846
The Ridiculous 6,2015,Frank Coraci,"Dec 11, 2015",60000000,0,0
They Came Together,2014,David Wain,"Jun 27, 2014",3000000,0,82780
Mudbound,2017,Dee Rees,"Nov 17, 2017",10000000,0,53559
Down a Dark Hall,2018,Rodrigo Cortés,"Aug 1, 2018",4000000,0,2842176
The Dirties,2013,Matt Johnson,"Oct 4, 2013",55000,0,0
Jessabelle,2014,Kevin Greutert,"Nov 7, 2014",10000000,0,6998359
The Possession of Michael King,2014,David Jung,"Aug 22, 2014",1300000,0,2736371
Zulu,2013,Jérôme Salle,"Dec 4, 2013",16000000,0,1844228
Stitches,2012,Conor McMahon,"Oct 26, 2012",2000000,0,63555
The Final Girls,2015,Todd Strauss-Schulson,"Nov 3, 2015",4500000,0,0
Grace of Monaco,2014,Olivier Dahan,"May 15, 2014",30000000,0,25199891
Holy Motors,2012,Leos Carax,"Jul 11, 2012",4000000,641054,4230426
USS Indianapolis: Men of Courage,2016,Mario Van Peebles,"Sep 23, 2016",40000000,0,1663785
The Frozen Ground,2013,Scott Walker,"Aug 23, 2013",19200000,0,5617460
Exeter,2015,Marcus Nispel,"Jul 17, 2015",25000,0,489792
Overdrive,2017,Antonio Negret,"Jun 16, 2017",30000000,0,11247280
Demonic,2015,Will Canon,"Mar 19, 2015",3000000,0,4668109
Truth or Die,2012,Robert Heath,"Oct 9, 2012",1000000,0,0
Queen of the Desert,2015,Werner Herzog,"Sep 3, 2015",36000000,0,1578543
Freaks of Nature,2015,Robbie Pickering,"Oct 30, 2015",33000000,70958,70958
Grave Encounters,2011,The Vicious Brothers,"Sep 9, 2011",2000000,0,2151887
Grave Encounters,2011,Stuart Ortiz,"Sep 9, 2011",2000000,0,2151887
Grave Encounters,2011,Colin Minihan,"Sep 9, 2011",2000000,0,2151887
Tallulah,2016,Sian Heder,"Jul 29, 2016",6000000,0,0
Underdogs,2013,Juan José Campanella,"Aug 16, 2013",2500000,35017,1392649
The Hit List,2011,William Kaufman,"May 10, 2011",6000000,0,0
Grabbers,2012,Jon Wright,"Aug 10, 2012",5300000,0,440821
Area 51,2015,Oren Peli,"May 15, 2015",5000000,7556,7556
My Girlfriend's Boyfriend,2010,Daryn Tufts,"May 1, 2010",1400000,0,0
A Lonely Place to Die,2011,Julian Gilbey,"Nov 11, 2011",4000000,0,442550
Wolves,2014,David Hayter,"Nov 14, 2014",18000000,0,94953
The Irishman,2019,Martin Scorsese,"Nov 1, 2019",159000000,0,910234
Dying of the Light,2014,Paul Schrader,"Dec 5, 2014",5000000,0,74639
Death Note,2017,Adam Wingard,"Aug 25, 2017",40000000,0,0
Ironclad,2011,Jonathan English,"Jul 8, 2011",25000000,0,5297411
The Devil's Tomb,2009,Jason Connery,"May 26, 2009",10000000,0,0
Accidental Love,2015,David O. Russell,"Mar 17, 2015",26000000,0,135436
Ca$h,2010,Stephen Milburn Anderson,"Mar 26, 2010",7000000,46488,46488
Passchendaele,2008,Paul Gross,"Oct 24, 2008",20000000,4452423,4453327
The Prince,2014,Brian A. Miller,"Aug 22, 2014",18000000,0,0
Ink,2009,Jamin Winans,"Nov 10, 2009",250000,0,0
The Invisible Man,2020,Leigh Whannell,"Feb 26, 2020",7000000,64914050,130972437
Black Christmas,2019,Sophia Takal,"Dec 13, 2019",5000000,10429730,18528789
Countdown,2019,Justin Dec,"Oct 25, 2019",6500000,25621766,36821789
Fantasy Island,2020,Jeff Wadlow,"Feb 12, 2020",7000000,26441782,47554973
Goodbye Bafana,2007,Bille August,"Dec 14, 2007",30000000,0,2717302
Krrish,2006,Rakesh Roshan,"Jun 23, 2006",10000000,1430721,32430721
Bandidas,2006,Espen Sandberg,"Sep 22, 2006",35000000,0,19282590
Bandidas,2006,Joachim Rønning,"Sep 22, 2006",35000000,0,19282590
The Dark Hours,2005,Paul Fox,"Oct 13, 2005",400000,423,423
Motherless Brooklyn,2019,Edward Norton,"Nov 1, 2019",26000000,9277736,18132937
Foolproof,2003,William Phillips,"Oct 3, 2003",5800000,230312,421021
Foodfight!,2012,Lawrence Kasanoff,"Jun 16, 2012",45000000,0,73706
Chairman of the Board,1998,Alex Zamm,"Mar 13, 1998",7000000,306715,306715
The Brave Little Toaster,1987,Jerry Rees,"Jun 19, 1987",2300000,0,0
Salvador,1986,Oliver Stone,"Apr 23, 1986",4500000,1500000,1500000
Return to Oz,1985,Walter Murch,"Jun 21, 1985",27000000,10618813,10618813
Q,1982,Larry Cohen,"Nov 19, 1982",1200000,255000,255000
Class of 1984,1982,Mark L. Lester,"Aug 20, 1982",3250000,6965361,6965361
Heavy Metal,1981,Harold Whitaker,"Aug 7, 1981",9300000,19571091,19571091
Heavy Metal,1981,Pino Van Lamsweerde,"Aug 7, 1981",9300000,19571091,19571091
Heavy Metal,1981,Jack Stokes,"Aug 7, 1981",9300000,19571091,19571091
Heavy Metal,1981,Paul Sabella,"Aug 7, 1981",9300000,19571091,19571091
Heavy Metal,1981,Barrie Nelson,"Aug 7, 1981",9300000,19571091,19571091
Heavy Metal,1981,Jimmy T. Murakami,"Aug 7, 1981",9300000,19571091,19571091
Heavy Metal,1981,Julian Harris,"Aug 7, 1981",9300000,19571091,19571091
Heavy Metal,1981,John Halas,"Aug 7, 1981",9300000,19571091,19571091
Heavy Metal,1981,John Bruno,"Aug 7, 1981",9300000,19571091,19571091
Heavy Metal,1981,Gerald Potterton,"Aug 7, 1981",9300000,19571091,19571091
Terror Train,1980,Roger Spottiswoode,1980,3500000,8000000,8000000
Maniac,1980,William Lustig,1980,350000,10000000,10000000
Lion of the Desert,1980,Moustapha Akkad,1980,35000000,1500000,1500000
Flash Gordon,1980,Mike Hodges,"Dec 5, 1980",35000000,27107960,27107960
The Elephant Man,1980,David Lynch,"Oct 3, 1980",5000000,26010864,26020744
Meteor,1979,Ronald Neame,"Oct 19, 1979",16000000,8400000,8400000
The Black Stallion,1979,Carroll Ballard,"Oct 17, 1979",2700000,37799643,37799643
The Black Hole,1979,Gary Nelson,"Dec 21, 1979",20000000,35841901,35841901
Force 10 from Navarone,1978,Guy Hamilton,"Dec 22, 1978",5000000,7100000,7100000
